transactionDate,employee_employeeId,employee_employeeCode,employee_employeeName,paymentType,transactionDetails,amount
11/23/2020,,NIL,NIL,Plant Maintenance,Welding work,600
11/28/2020,,NIL,NIL,Plant Maintenance,Tags,100
11/29/2020,,NIL,NIL,Plant Maintenance,Mekulu,200
12/7/2020,,NIL,NIL,Plant Maintenance,Weding Work,800
12/9/2020,,NIL,NIL,Plant Maintenance,compressor oil,3100
12/9/2020,,NIL,NIL,Plant Maintenance,Bulbs Box,2250
12/11/2020,,NIL,NIL,Plant Maintenance,Diesel oil,600
12/13/2020,,NIL,NIL,Plant Maintenance,Ammonia Gas Bill,18800
12/21/2020,,NIL,NIL,Plant Maintenance,Welding Work,500
12/25/2020,,NIL,NIL,Plant Maintenance,Plant samanulu,3030
12/26/2020,,NIL,NIL,Plant Maintenance,Cements bags,1940
12/26/2020,,NIL,NIL,Plant Maintenance,Mekulu,50
12/26/2020,,NIL,NIL,Plant Maintenance,Drill bits,200
12/27/2020,,NIL,NIL,Plant Maintenance,Petrol,200
12/31/2020,,NIL,NIL,Plant Maintenance,Michenary work,200
12/31/2020,,NIL,NIL,Plant Maintenance,Welding work,700
12/31/2020,,NIL,NIL,Plant Maintenance,Pipes kirayi,450
1/2/2021,,NIL,NIL,Plant Maintenance,Water drum,100
1/2/2021,,NIL,NIL,Plant Maintenance,Nuts& bolts,50
1/8/2021,,NIL,NIL,Plant Maintenance,Sand,3000
1/10/2021,,NIL,NIL,Plant Maintenance,Gum Bottle,1360
1/10/2021,,NIL,NIL,Plant Maintenance,Samanlu,740
1/10/2021,,NIL,NIL,Plant Maintenance,welding Work,800
1/10/2021,,NIL,NIL,Plant Maintenance,Petrol,100
1/10/2021,,NIL,NIL,Plant Maintenance,Nuts&Bolts,130
1/22/2021,,NIL,NIL,Plant Maintenance,Oxizen gas advance,10000
1/22/2021,,NIL,NIL,Plant Maintenance,Oxizen Gas,800
1/23/2021,,NIL,NIL,Plant Maintenance,Conduncer pipes samanulu,3080
1/23/2021,,NIL,NIL,Plant Maintenance,4 bags cement bill,1480
1/23/2021,,NIL,NIL,Plant Maintenance,Liquid bottle,4150
1/23/2021,,NIL,NIL,Plant Maintenance,water drum,700
1/23/2021,,NIL,NIL,Plant Maintenance,petrol,100
1/23/2021,,NIL,NIL,Plant Maintenance,Auto kiray,300
1/22/2021,,NIL,NIL,Plant Maintenance,4 inch pipes purchased by MD,5000
1/24/2021,,NIL,NIL,Plant Maintenance,4 and 1.5 inch pipes purchased by MD,5000
1/24/2021,,NIL,NIL,Plant Maintenance,Petrol,200
1/24/2021,,NIL,NIL,Plant Maintenance,Cement Bags-3,740
1/24/2021,,NIL,NIL,Plant Maintenance,Pipes Auto kirayi,300
1/24/2021,,NIL,NIL,Plant Maintenance,VIJ Pipes kirayi,240
1/24/2021,,NIL,NIL,Plant Maintenance,Nut&Bolts,250
1/25/2021,,NIL,NIL,Plant Maintenance,Volves-MD Garu,60000
1/25/2021,,NIL,NIL,Plant Maintenance,Damage Notes-MD Garu,2400
1/25/2021,,NIL,NIL,Plant Maintenance,Nut&bolts,1470
1/25/2021,,NIL,NIL,Plant Maintenance,M-Seal,50
1/25/2021,,NIL,NIL,Plant Maintenance,Petrol,100
1/27/2021,,NIL,NIL,Plant Maintenance,Pipes welding,15000
1/28/2021,,NIL,NIL,Plant Maintenance,Oxizen gasAuto Kirayi,300
1/29/2021,,NIL,NIL,Plant Maintenance,Pipes&bends,70
1/29/2021,,NIL,NIL,Plant Maintenance,Gas+sponge,560
2/1/2021,,NIL,NIL,Plant Maintenance,Mekulu-1Bag,3475
2/1/2021,,NIL,NIL,Plant Maintenance,Tablets,250
2/1/2021,,NIL,NIL,Plant Maintenance,Auto kirayi,200
2/5/2021,,NIL,NIL,Plant Maintenance,Electrical Samanulu,600
2/5/2021,,NIL,NIL,Plant Maintenance,Compresor oil,3100
2/7/2021,,NIL,NIL,Plant Maintenance,water pipe,1500
2/7/2021,,NIL,NIL,Plant Maintenance,Carpenter labour charges,5170
2/10/2021,,NIL,NIL,Plant Maintenance,Water Pipes,350
2/10/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
2/10/2021,,NIL,NIL,Plant Maintenance,Purchased Surf,50
2/11/2021,,NIL,NIL,Plant Maintenance,Ladies-12*400,4800
2/12/2021,,NIL,NIL,Plant Maintenance,10 BAGS MIR PALA Charges-50/-,500
2/12/2021,,NIL,NIL,Plant Maintenance,Gunny Bags,500
2/14/2021,,NIL,NIL,Plant Maintenance,Carpenters Labour Charges Paid,8010
2/15/2021,,NIL,NIL,Plant Maintenance,Diesel OIL,600
2/17/2021,,NIL,NIL,Plant Maintenance,Carpenter Labour Charges,1500
2/18/2021,,NIL,NIL,Plant Maintenance,Tea Glasses,50
2/20/2021,,NIL,NIL,Plant Maintenance,Carpenters Labour Charges Paid,6780
2/22/2021,,NIL,NIL,Plant Maintenance,Water Tube+Samanulu,900
2/24/2021,,NIL,NIL,Plant Maintenance,Carpenter Vadakam,1500
2/25/2021,,NIL,NIL,Plant Maintenance,Water pipe samanulu,400
2/25/2021,,NIL,NIL,Plant Maintenance,Chamber of Comarce,1500
2/28/2021,,NIL,NIL,Plant Maintenance,Carpenter Labour Charges,6410
2/28/2021,,NIL,NIL,Plant Maintenance,Welder Charges,2000
3/4/2021,,NIL,NIL,Plant Maintenance,JK Electrical Pipes,9900
3/5/2021,,NIL,NIL,Plant Maintenance,Door Samanulu,330
3/6/2021,,NIL,NIL,Plant Maintenance,Mekulu,410
3/6/2021,,NIL,NIL,Plant Maintenance,Sri Sai Pala-Kamanukooli,400
3/8/2021,,NIL,NIL,Plant Maintenance,Carpenters Labour Charges,7910
3/13/2021,,NIL,NIL,Subscription to News papers,News Paper Bill,230
3/14/2021,,NIL,NIL,Plant Maintenance,Petrol,100
3/16/2021,,NIL,NIL,Plant Maintenance,Tapi Purchased,100
3/16/2021,,NIL,NIL,Plant Maintenance,Purchased Broom,60
3/18/2021,,NIL,NIL,Plant Maintenance,Compresser Oil Bill(28/02/2021),2080
3/18/2021,,NIL,NIL,Plant Maintenance,Bends Bill(05-03-2021),3100
3/18/2021,,NIL,NIL,Plant Maintenance,Deasil OIL,400
3/19/2021,,NIL,NIL,Plant Maintenance,Plastic wire,600
3/24/2021,,NIL,NIL,Plant Maintenance,Sri Sai Kamanu Kooli,400
3/22/2021,,NIL,NIL,Plant Maintenance,Pipe Samanlu,600
3/23/2021,,NIL,NIL,Plant Maintenance,Pipe Samanlu(MD Garu),2200
3/23/2021,,NIL,NIL,Plant Maintenance,Dummies,300
3/26/2021,,NIL,NIL,Plant Maintenance,welding worker,1000
4/5/2021,,NIL,NIL,Plant Maintenance,Diesol oil bill,600
4/8/2021,,NIL,NIL,Plant Maintenance,Panchayathi Pipe Repair,1100
4/8/2021,,NIL,NIL,Plant Maintenance,Compresser Oil,3100
4/11/2021,,NIL,NIL,Labor charges paid,Sri Sai Pala Kamanu cooli,500
4/10/2021,,NIL,NIL,Plant Maintenance,Cement bag,380
4/11/2021,,NIL,NIL,Plant Maintenance,Pipe Samanulu,1100
4/11/2021,,NIL,NIL,Plant Maintenance,Petro,100
4/11/2021,,NIL,NIL,Plant Maintenance,Gum,80
4/17/2021,,NIL,NIL,Labor charges paid,Sri Sai Pala -Kamanu kooli,500
4/19/2021,,NIL,NIL,Labor charges paid,SRI SAI PALA Kamanu Kooli,500
4/22/2021,,NIL,NIL,Labor charges paid,Sri Sai Pala Kamanu Kooli,500
4/19/2021,,NIL,NIL,Plant Maintenance,Purchased Barakalu,700
4/30/2021,,NIL,NIL,Labor charges paid,Sri Sai pala Kamanu Kooli,500
5/7/2021,,NIL,NIL,Labor charges paid,Sri Sai pala Kamanu Kooli,500
4/23/2021,,NIL,NIL,Medical charges paid to staff,Medical Expenses,200
4/23/2021,,NIL,NIL,Office maintainance,Coconuts,80
4/25/2021,,NIL,NIL,Plant Maintenance,Compressure  Belts,3000
4/30/2021,,NIL,NIL,Plant Maintenance,bucket,250
4/30/2021,,NIL,NIL,Office maintainance,Coconuts,40
5/3/2021,,NIL,NIL,Plant Maintenance,Barakam,350
5/7/2021,,NIL,NIL,Plant Maintenance,barakalu,1400
5/7/2021,,NIL,NIL,Plant Maintenance,bolts,210
5/8/2021,,NIL,NIL,Plant Maintenance,Cement bags,1140
5/8/2021,,NIL,NIL,Plant Maintenance,cements bags kirayi,100
5/9/2021,,NIL,NIL,Plant Maintenance,Cement Poles,3400
5/9/2021,,NIL,NIL,Plant Maintenance,Water drum,650
5/9/2021,,NIL,NIL,Plant Maintenance,Auto kirayi,300
5/11/2021,,NIL,NIL,Labor charges paid,Sri Sai Pala Kamanu Kooli,1000
5/9/2021,,NIL,NIL,Office maintainance,Damage Notes,3800
5/9/2021,,NIL,NIL,Plant Maintenance,Ammonia Gas+Copressure Oil,18700
5/11/2021,,NIL,NIL,Office maintainance,Dish TV Recharge,1460
5/11/2021,,NIL,NIL,Plant Maintenance,Barakalu,1400
5/12/2021,,NIL,NIL,Office maintainance,Set of Box  Exchange Registration,1000
5/13/2021,,NIL,NIL,Plant Maintenance,Iron rods,800
5/19/2021,,NIL,NIL,Plant Maintenance,Purchased Bleaching Powder -50kgs,2400
5/27/2021,,NIL,NIL,Plant Maintenance,Deosil oil,800
5/29/2021,,NIL,NIL,Office maintainance,TV Stand,230
5/29/2021,,NIL,NIL,Plant Maintenance,Rat biscuits,2400
5/29/2021,,NIL,NIL,Plant Maintenance,kalupu mandu,800
6/3/2021,,NIL,NIL,Plant Maintenance,Iron bends+Tapies general,410
6/3/2021,,NIL,NIL,Plant Maintenance,Compressure oil on 26-05-2021,3100
6/4/2021,,NIL,NIL,Plant Maintenance,20 ltrs gum,4250
6/4/2021,,NIL,NIL,Plant Maintenance,petrol by satyanarayana,50
6/12/2021,,NIL,NIL,Plant Maintenance,500+300 Nut+Bolts+Samanulu,800
9/21/2020,,NIL,NIL,Plant Maintenance,Oxygen cylinder amount,-5000
1/28/2021,,NIL,NIL,Plant Maintenance,Oxizen gas advance,-10000
2/28/2021,,NIL,NIL,Plant Maintenance,R.G.Prasad Petrol,100
1/18/2020,,NIL,NIL,Printing & Stationery,Books bill,290
1/27/2020,,NIL,NIL,Printing & Stationery,Accounts Books bill,1640
2/1/2020,,NIL,NIL,Printing & Stationery,Note Books,300
2/23/2020,,NIL,NIL,Printing & Stationery,Note Books,700
3/9/2020,,NIL,NIL,Printing & Stationery,Pens,150
3/19/2020,,NIL,NIL,Printing & Stationery,Rubber stamps,360
3/20/2020,,NIL,NIL,Printing & Stationery,Pens,70
7/22/2020,,NIL,NIL,Printing & Stationery,A 4 Sheets Box,1700
10/15/2020,,NIL,NIL,Printing & Stationery,Note Books,780
12/18/2020,,NIL,NIL,Printing & Stationery,Pens&Pastic Folders&Files,580
6/9/2021,,NIL,NIL,Printing & Stationery,Tea,50
1/1/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/2/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/3/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/4/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/5/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/6/2020,,NIL,NIL,Sadar Expenses,Tea,80
1/7/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/9/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/10/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/11/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/12/2020,,NIL,NIL,Sadar Expenses,Tea,80
1/13/2020,,NIL,NIL,Sadar Expenses,Tea,50
1/13/2020,,NIL,NIL,Sadar Expenses,Tea & tiffins,150
1/18/2020,,NIL,NIL,Sadar Expenses,Tea,50
1/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
1/20/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/22/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/23/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/24/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/25/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/27/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/29/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/30/2020,,NIL,NIL,Sadar Expenses,Tea,40
1/31/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/1/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/2/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/3/2020,,NIL,NIL,Sadar Expenses,Tea,80
2/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
2/6/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/7/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/8/2020,,NIL,NIL,Sadar Expenses,Cool Drinks,100
2/8/2020,,NIL,NIL,Sadar Expenses,Meals,240
2/8/2020,,NIL,NIL,Sadar Expenses,Tea,100
2/9/2020,,NIL,NIL,Sadar Expenses,Tea,150
2/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
2/10/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/12/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/13/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/14/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/15/2020,,NIL,NIL,Sadar Expenses,Tea,50
2/16/2020,,NIL,NIL,Sadar Expenses,Tea & tiffins,160
2/17/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/19/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/20/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/22/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
2/24/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/25/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/26/2020,,NIL,NIL,Sadar Expenses,Tea,40
2/27/2020,,NIL,NIL,Sadar Expenses,Tea,100
2/28/2020,,NIL,NIL,Sadar Expenses,Tea,100
2/29/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/1/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/2/2020,,NIL,NIL,Sadar Expenses,Tea and tiffins,100
3/2/2020,,NIL,NIL,Sadar Expenses,Tea,120
3/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/4/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/7/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/8/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/10/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/11/2020,,NIL,NIL,Sadar Expenses,Tea,80
3/12/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/13/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/14/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/15/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/16/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/17/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/18/2020,,NIL,NIL,Sadar Expenses,Tea,150
3/19/2020,,NIL,NIL,Sadar Expenses,Tea,150
3/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/20/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/21/2020,,NIL,NIL,Sadar Expenses,Tea,100
3/23/2020,,NIL,NIL,Sadar Expenses,Tea,80
3/24/2020,,NIL,NIL,Sadar Expenses,Tea,80
3/26/2020,,NIL,NIL,Sadar Expenses,Tea,80
3/27/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/28/2020,,NIL,NIL,Sadar Expenses,Tea,80
3/29/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
3/31/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/1/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/2/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/4/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/7/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/8/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/10/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/11/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/12/2020,,NIL,NIL,Sadar Expenses,Tea & Tiffins,500
4/13/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/14/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/15/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/16/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/17/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/18/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/20/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/21/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/22/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/24/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/25/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/26/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/27/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/28/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/29/2020,,NIL,NIL,Sadar Expenses,Tea,50
4/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/2/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/4/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/7/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/8/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/10/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/11/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/12/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/13/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/14/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/15/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/16/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/17/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/18/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/20/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/21/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/22/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/24/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/25/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/26/2020,,NIL,NIL,Sadar Expenses,Tea & Tiffin,80
5/27/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/28/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/28/2020,,NIL,NIL,Sadar Expenses,Tea&Tiffin&Drinks,500
5/29/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
5/31/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/1/2020,,NIL,NIL,Sadar Expenses,Tea&Tiffin,50
6/1/2020,,NIL,NIL,Sadar Expenses,Tiffin,30
6/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/4/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/7/2020,,NIL,NIL,Sadar Expenses,Tea,40
6/8/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/10/2020,,NIL,NIL,Sadar Expenses,Tea,40
6/11/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/12/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/13/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/14/2020,,NIL,NIL,Sadar Expenses,Tea,150
6/18/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/20/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/21/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/22/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/24/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/25/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/26/2020,,NIL,NIL,Sadar Expenses,Tea,50
6/27/2020,,NIL,NIL,Sadar Expenses,Tea,100
6/28/2020,,NIL,NIL,Sadar Expenses,Tea,100
6/29/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/1/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/2/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/4/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/8/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/10/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/11/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/12/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/13/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/15/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/16/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/17/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/18/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/20/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/22/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/24/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/25/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/26/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/27/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/28/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/29/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
7/31/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/1/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/4/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/5/2020,,NIL,NIL,Sadar Expenses,Tea Glasses,60
8/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/7/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/8/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/10/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/11/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/12/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/14/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/15/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/17/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/18/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/20/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/21/2020,,NIL,NIL,Sadar Expenses,Tea,100
8/21/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/24/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/26/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/27/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/28/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/29/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
8/31/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/1/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/2/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/4/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/5/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/6/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/10/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/11/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/11/2020,,NIL,NIL,Sadar Expenses,Tea&Glasses,60
9/12/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/13/2020,,NIL,NIL,Sadar Expenses,Tea,100
9/14/2020,,NIL,NIL,Sadar Expenses,Mousqe,100
9/14/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/16/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/17/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/18/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/20/2020,,NIL,NIL,Sadar Expenses,Tea,100
9/21/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/22/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/23/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/23/2020,,NIL,NIL,Sadar Expenses,Welder Meals,420
9/24/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/25/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/26/2020,,NIL,NIL,Sadar Expenses,Tea&Glasses,160
9/27/2020,,NIL,NIL,Sadar Expenses,Tea,100
9/28/2020,,NIL,NIL,Sadar Expenses,Tea,50
9/30/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/3/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/4/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/5/2020,,NIL,NIL,Sadar Expenses,Tea,80
10/7/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/8/2020,,NIL,NIL,Sadar Expenses,Tea,80
10/9/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/10/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/11/2020,,NIL,NIL,Sadar Expenses,Tea,80
10/12/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/14/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/15/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/16/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/17/2020,,NIL,NIL,Sadar Expenses,Tea,80
10/18/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/19/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/21/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/22/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/23/2020,,NIL,NIL,Sadar Expenses,Tea,80
10/24/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/25/2020,,NIL,NIL,Sadar Expenses,Tea,50
10/26/2020,,NIL,NIL,Sadar Expenses,Tea,50
